-1.883904,-10.361472,-1.569920
-2.040896,-9.733504,-2.825856
-1.726912,-12.088384,-1.883904
-1.726912,-9.262528,-1.883904
-1.726912,-9.262528,-1.883904
-2.040896,-12.402368,-1.255936
-1.883904,-10.361472,-1.726912
-1.726912,-10.361472,-2.040896
-2.354880,-10.675456,-1.255936
-1.883904,-9.733504,-1.412928
-1.569920,-11.146432,-1.255936
-1.726912,-11.931392,-1.883904
-1.883904,-9.576512,-1.569920
-1.726912,-9.890496,-1.255936
-1.569920,-10.518464,-1.726912
-1.255936,-10.361472,-1.726912
-1.255936,-10.675456,-1.412928
-1.569920,-10.675456,-1.883904
-2.197888,-10.204480,-1.726912
-2.040896,-10.047488,-1.726912
-1.726912,-11.146432,-1.726912
-1.255936,-10.989440,-1.726912
-1.726912,-10.204480,-1.726912
-1.569920,-11.303424,-2.668864
-1.412928,-9.733504,-2.197888
-1.098944,-10.675456,-2.197888
-1.569920,-10.675456,-1.569920
-1.255936,-9.576512,-2.040896
-1.569920,-9.733504,-2.511872
-1.569920,-10.989440,-1.726912
-2.668864,-9.105536,-1.255936
-2.197888,-11.617408,-2.354880
-1.412928,-10.518464,-1.726912
-1.726912,-10.047488,-1.098944
-1.569920,-11.460416,-1.412928
-1.726912,-11.146432,-2.197888
-1.569920,-9.890496,-2.354880
-0.941952,-11.931392,-2.354880
-1.569920,-11.460416,-1.098944
-1.726912,-10.361472,-1.412928
-1.726912,-11.146432,-1.569920
-1.726912,-9.890496,-1.412928
-1.569920,-9.576512,-2.511872
-1.569920,-11.146432,-2.668864
-1.255936,-10.047488,-2.040896
-1.726912,-10.361472,-1.726912
-1.569920,-10.675456,-1.412928
-1.726912,-10.204480,-1.569920
-1.883904,-10.675456,-1.569920
-1.883904,-10.832448,-1.255936
-1.883904,-10.675456,-2.197888
-1.726912,-10.675456,-1.569920
-1.726912,-10.832448,-0.784960
-1.726912,-10.518464,-0.784960
-2.040896,-10.832448,-1.098944
-1.883904,-10.675456,-2.040896
-1.569920,-10.361472,-1.569920
-1.569920,-10.832448,-1.098944
-1.726912,-10.361472,-1.098944
-1.726912,-10.204480,-1.569920
-1.726912,-10.832448,-1.569920
-1.726912,-10.675456,-1.726912
-1.569920,-10.675456,-2.040896
-1.726912,-10.518464,-1.726912
-1.569920,-10.361472,-2.668864
-1.726912,-10.675456,-2.040896
-1.255936,-10.989440,-2.040896
-1.255936,-10.832448,-1.883904
-1.412928,-10.361472,-2.197888
-1.569920,-10.675456,-2.197888
-1.569920,-10.361472,-2.197888
-1.412928,-10.518464,-2.040896
-1.569920,-10.518464,-2.197888
-1.569920,-10.204480,-2.354880
-1.569920,-10.675456,-2.197888
-1.569920,-10.518464,-2.354880
-1.569920,-10.204480,-2.668864
-1.726912,-10.518464,-2.197888
-1.726912,-9.890496,-2.040896
-1.412928,-10.047488,-2.511872
-2.197888,-10.361472,-2.040896
-2.511872,-10.361472,-2.040896
-1.726912,-10.989440,-2.825856
-1.726912,-9.890496,-1.883904
-1.726912,-9.890496,-1.255936
-2.197888,-11.146432,-1.255936
-1.569920,-10.675456,-1.726912
-1.883904,-11.303424,-1.412928
-1.569920,-11.460416,-1.883904
-1.569920,-9.733504,-2.511872
-1.726912,-10.675456,-2.511872
-1.883904,-10.675456,-1.098944
-1.726912,-10.518464,-1.255936
-1.726912,-10.832448,-1.726912
-1.569920,-10.361472,-1.883904
-1.726912,-10.518464,-1.569920
-1.569920,-10.675456,-1.726912
-1.569920,-10.832448,-1.569920
-1.255936,-10.832448,-2.197888
-1.412928,-10.832448,-2.197888
-2.040896,-10.518464,-2.197888
-1.569920,-9.576512,-2.982848
-1.726912,-11.146432,-2.354880
-1.883904,-11.303424,-1.569920
-0.941952,-11.146432,-0.784960
-1.883904,-11.617408,-1.255936
-1.883904,-9.576512,-2.040896
-1.255936,-11.460416,-1.569920
-2.040896,-10.675456,-1.098944
-1.412928,-10.989440,-1.098944
-1.726912,-10.675456,-1.883904
-1.569920,-10.204480,-1.255936
-2.982848,-10.204480,-1.255936
-1.098944,-10.361472,-2.668864
-1.569920,-10.832448,-2.354880
-2.197888,-10.047488,-1.569920
-2.197888,-10.361472,-1.726912
-0.941952,-10.361472,-1.255936
-1.569920,-10.047488,-1.569920
-1.412928,-9.105536,-1.098944
-2.354880,-11.460416,-1.412928
-1.883904,-10.518464,-1.412928
-0.784960,-10.204480,-1.726912
-2.511872,-10.989440,-1.883904
-2.668864,-10.047488,-2.668864
-0.784960,-10.047488,-0.313984
-1.255936,-12.088384,-0.941952
-2.825856,-11.931392,-1.726912
-2.197888,-10.518464,-1.255936
-1.255936,-11.617408,-2.040896
-1.569920,-12.245376,-2.040896
-2.040896,-11.774400,-2.197888
-1.098944,-10.204480,-2.668864
-3.453824,-8.634560,-1.412928
-2.982848,-11.460416,-1.412928
-1.412928,-11.774400,-1.883904
-1.098944,-8.634560,-1.726912
-1.726912,-10.361472,-1.726912
-0.941952,-11.931392,-1.569920
-2.040896,-9.890496,-1.726912
